uid,fold_id,hint_p_normal_raw,hint_p_large_raw,hint_p_tail_class_raw,hint_p_normal_calibrated,hint_p_large_calibrated,hint_p_tail_class_calibrated,hint_p_tail_binary_raw,hint_p_tail_binary_platt,hint_p_tail_binary_isotonic,hint_p_tail_binary_calibrated,hint_c_pred,hint_z_tail_pred,hint_tail_score_fused,hint_ood_score,hint_ood_flag
1N2S2Ti3-1,2,0.3420123405711414,0.3707751418203628,0.2872125176084958,0.3420123405711414,0.3707751418203628,0.2872125176084958,0.47333918861754354,0.15733805960386718,0.12195121951219512,0.15733805960386718,0.6931955216669725,-0.1849872,0.39478646313126486,-0.022269329,0
1Br2Cu2S3As4-1,3,0.9277729639400525,0.04348480676555474,0.028742229294392803,0.9277729639400525,0.04348480676555474,0.028742229294392803,0.001724499499682621,0.0002703072933065206,0,0.0002703072933065206,0.13566943553600996,-2.454170162,0.05328298389821677,-0.091021148,0
1Br2Cu2S3P4-1,2,0.974393549481458,0.01861900499726957,0.006987445521272469,0.974393549481458,0.01861900499726957,0.006987445521272469,0.010979860725532496,0.0018258687971467783,0.012471655328798186,0.0018258687971467783,0.09187330817398348,-2.579367402,0.03901512901322156,-0.083999018,0
1Br2Cu2Se3As4-1,4,0.7981546944354572,0.11218587282365089,0.08965943274089189,0.7981546944354572,0.11218587282365089,0.08965943274089189,0.0056022679870275675,0.001289465072266028,0.007194244604316547,0.001289465072266028,0.2521496706913212,-2.098503022,0.07380248899340115,-0.080108497,0
1Br2Cu2Se3P4-1,4,0.8328395070809548,0.09245992161425755,0.07470057130478779,0.8328395070809548,0.09245992161425755,0.07470057130478779,0.0024975331860851587,0.0003847057382853797,0.005025125628140704,0.0003847057382853797,0.18454202811535575,-2.228248347,0.06409924327459837,-0.096212882,0
1Br2Cu2Te3As4-1,5,0.6499783311827723,0.2012934042245929,0.1487282645926348,0.6499783311827723,0.2012934042245929,0.1487282645926348,0.052962769025112426,0.009838738932188314,0.011019283746556474,0.009838738932188314,0.19107973084797958,-2.347400838,0.06835483737423594,-0.070768112,0
1Cl2Cu2S3P4-1,2,0.9728618983719954,0.019696968813954142,0.007441132814050437,0.9728618983719954,0.019696968813954142,0.007441132814050437,0.010001441951919446,0.001709911839327728,0.01288056206088993,0.001709911839327728,0.14520057422545224,-2.395220028,0.04542846624474745,-0.075816029,0
1Cl2Cu2Se3P4-1,1,0.7156901607484233,0.16796990494066874,0.11633993431090808,0.7156901607484233,0.16796990494066874,0.11633993431090808,0.14416226226812395,0.03498231295074454,0.012471655328798186,0.03498231295074454,0.09716721033309944,-2.617053593,0.0896231265880125,-0.091741369,0
1Cu2I2S3As4-1,1,0.6795744575612336,0.1904327892969096,0.1299927531418569,0.6795744575612336,0.1904327892969096,0.1299927531418569,0.15929728382812333,0.03441204431964415,0.020618556701030927,0.03441204431964415,0.1471998333062447,-2.509760453,0.09888759298706026,-0.097955396,0
1Cu2I2S3P4-1,3,0.8694968074357877,0.09160445987880085,0.03889873268541145,0.8694968074357877,0.09160445987880085,0.03889873268541145,0.0006777602693739419,9.807655656953398e-05,0,9.807655656953398e-05,0.1334323646265263,-2.472790456,0.054472054158004005,-0.093787872,0
1Cu2I2Se3As4-1,2,0.9454423537925947,0.04013100304353639,0.014426643163869032,0.9454423537925947,0.04013100304353639,0.014426643163869032,0.03036686019318083,0.005386783276477864,0.01015228426395939,0.005386783276477864,0.20675092033226522,-2.510929028,0.047045157613612124,-0.083372714,0
1Cu2I2Se3P4-1,4,0.8590977473982141,0.08227601563597173,0.058626236965814184,0.8590977473982141,0.08227601563597173,0.058626236965814184,0.005696863977722852,0.0013108771006840186,0.01288056206088993,0.0013108771006840186,0.18865899764439215,-2.232480506,0.06143141341257065,-0.092074929,0
1Cu2I2Te3As4-1,5,0.5813385002427011,0.24232234615155335,0.17633915360574554,0.5813385002427011,0.24232234615155335,0.17633915360574554,0.05048581869854251,0.011524159040445812,0.012471655328798186,0.011524159040445812,0.25272958101521803,-2.226630743,0.0755224932988267,-0.064461161,0
1Al2Mg2S5-1,2,0.6278428615210734,0.3336028545861358,0.03855428389279094,0.6278428615210734,0.3336028545861358,0.03855428389279094,0.022724395854297297,0.004077381677822241,0.012471655328798186,0.004077381677822241,0.7585407287951371,-1.007317258,0.14641607201490794,-0.029156566,0
1Al2Mg2Se5-1,5,0.2988573685031448,0.5496152723559038,0.15152735914095136,0.2988573685031448,0.5496152723559038,0.15152735914095136,0.08948579097380276,0.021117383548448238,0.01288056206088993,0.021117383548448238,0.8098163682109124,-0.854300427,0.222144122375275,-0.036388474,0
1Al2Mg2Te5-1,1,0.23060391345962317,0.5522426111314618,0.2171534754089151,0.23060391345962317,0.5522426111314618,0.2171534754089151,0.22165084846487412,0.05670547555854499,0.031578947368421054,0.05670547555854499,0.8124751948298451,-0.598789657,0.2707417372827417,-0.020765447,0
1Cr2H2O5-1,2,0.451183782553531,0.38808781156254407,0.16072840588392506,0.451183782553531,0.38808781156254407,0.16072840588392506,0.1153579061740083,0.027547506115110067,0.012471655328798186,0.027547506115110067,0.4376406538602119,-1.86135154,0.12524481140178056,-0.019541896,0
1Ga2Mg2S5-1,1,0.3084379963162167,0.5503737575249663,0.1411882461588171,0.3084379963162167,0.5503737575249663,0.1411882461588171,0.2534401872386704,0.06157136220163574,0.03508771929824561,0.06157136220163574,0.7867474758789492,-1.00401347,0.21915935161985212,-0.041743,0
1Ga2Mg2Se5-1,2,0.33211507684722563,0.6155755413571986,0.05230938179557587,0.33211507684722563,0.6155755413571986,0.05230938179557587,0.07721596935617678,0.018141058318156725,0.011019283746556474,0.018141058318156725,0.8048437821855101,-0.914428944,0.17076637301496733,-0.045849346,0
1In2Mg2S5-1,5,0.27474494847520925,0.5815970901381666,0.14365796138662415,0.27474494847520925,0.5815970901381666,0.14365796138662415,0.0807525788187252,0.01902674503746973,0.01288056206088993,0.01902674503746973,0.8674231891293379,-0.845273359,0.22217832909466934,-0.039122384,0
1In2Mg2Se5-1,3,0.2190134184551948,0.7035442939220377,0.07744228762276748,0.2190134184551948,0.7035442939220377,0.07744228762276748,0.005061652665065808,0.0011670073766302691,0.007518796992481203,0.0011670073766302691,0.8633022015957591,-0.781715743,0.20409199216115465,-0.041382683,0
1In2Mg2Te5-1,5,0.26825394820926945,0.46161845070787705,0.2701276010828536,0.26825394820926945,0.46161845070787705,0.2701276010828536,0.33927252014514786,0.09590177962448196,0.07142857142857142,0.09590177962448196,0.8269935877730074,-0.754972317,0.27692478501470547,-0.016393531,0
1Ag2Te3-1,4,0.8501880993946596,0.07906880491339718,0.07074309569194333,0.8501880993946596,0.07906880491339718,0.07074309569194333,0.010575811626895177,0.001813598332589507,0.009603841536614645,0.001813598332589507,0.23275062132249985,-2.320342437,0.061171223190010934,-0.065440024,0
1As2Te3-1,4,0.01709651757860969,0.02365857673366867,0.9592449056877217,0.01709651757860969,0.02365857673366867,0.9592449056877217,0.9957225489136216,0.9841759179735761,1,0.9841759179735761,1,1.0970480121670567,0.8642643744524954,-0.031675962,0
1Bi2S3-1,2,0.013882257976454777,0.13792670683260383,0.8481910351909414,0.013882257976454777,0.13792670683260383,0.8481910351909414,0.9437118206857203,0.7991912606849866,0.9629629629629629,0.7991912606849866,0.978018430516933,0.3025290843306143,0.7258300251387662,-0.035643623,0
1Bi2Te3-1,3,0.013787671096627468,0.03573783499802182,0.9504744939053507,0.013787671096627468,0.03573783499802182,0.9504744939053507,0.991508241937359,0.9679862660576528,1,0.9679862660576528,0.9364173218968951,0.12749151096945077,0.702790017448414,0.011827571485888977,1
1Cr2Se3-1,3,0.5389278148181501,0.2505024432281294,0.21056974195372047,0.5389278148181501,0.2505024432281294,0.21056974195372047,0.013460235852028515,0.002339475860558741,0.01015228426395939,0.002339475860558741,0.6994725742449859,-1.082996197,0.19434550336053152,-0.079656089,0
1Ga2S3-1,5,0.5798532667616276,0.22946253807891187,0.1906841951594606,0.5798532667616276,0.22946253807891187,0.1906841951594606,0.12157296307953243,0.028825556872226366,0.012544802867383513,0.028825556872226366,0.5727712631198163,-1.544420921,0.14104787284264095,-0.081635274,0
1Ga2Se3-1,2,0.9139538646992436,0.05241431216809198,0.033631823132664544,0.9139538646992436,0.05241431216809198,0.033631823132664544,0.19223040689182572,0.04448197691577015,0.01,0.04448197691577015,0.640820421169169,-1.635270569,0.13117545606201447,-0.078903111,0
1In2Se3-1,3,0.5177966335263522,0.33158731046174783,0.15061605601189998,0.5177966335263522,0.33158731046174783,0.15061605601189998,0.36655579635629804,0.11593002105126937,0.06493506493506493,0.11593002105126937,0.7219425918118737,-1.25712092,0.18619116013180478,-0.092084203,0
1In2Se3-3,1,0.510046798697552,0.31106165136171027,0.17889154994073775,0.510046798697552,0.31106165136171027,0.17889154994073775,0.27007067410011815,0.07214005950244236,0.07142857142857142,0.07214005950244236,0.5250201744405791,-1.750299748,0.1710111482687673,-0.111131556,0
1Sb2O3-1,2,0.8231014687984423,0.14194828180754382,0.03495024939401397,0.8231014687984423,0.14194828180754382,0.03495024939401397,0.010938047637101763,0.0024930288884008178,0.011019283746556474,0.0024930288884008178,0.37793648839388616,-1.829509107,0.07857534375119027,-0.062536544,0
1Sb2Se3-1,1,0.061213335110261814,0.07005126481793753,0.8687354000718006,0.061213335110261814,0.07005126481793753,0.8687354000718006,0.8759193214277594,0.6111737679621927,0.6,0.6111737679621927,1,0.6373295688472349,0.7371230994890283,-0.055088197,0
1Sb2Te3-1,2,0.007012101855786263,0.020332435829061003,0.9726554623151528,0.007012101855786263,0.020332435829061003,0.9726554623151528,0.9734216626973912,0.866111840815382,1,0.866111840815382,0.9385484608654615,0.7126815796565849,0.8113233190352228,-0.000258845,0
1Tl2S3-1,3,0.5030166597829715,0.37844373561955436,0.11853960459747412,0.5030166597829715,0.37844373561955436,0.11853960459747412,0.004072288365877898,0.0006650066964253591,0.007633587786259542,0.0006650066964253591,0.7662358875249036,-1.222542995,0.16033446650856292,-0.075192362,0
1Tl2Se3-2,1,0.2338437482693499,0.4407955343424113,0.32536071738823885,0.2338437482693499,0.4407955343424113,0.32536071738823885,0.5140262627581484,0.17733246308589318,0.175,0.17733246308589318,0.9333711020422372,-0.474970993,0.3773308188818302,-0.033610354,0
1Y2Te3-1,4,0.3021778565493468,0.4799846607095339,0.2178374827411193,0.3021778565493468,0.4799846607095339,0.2178374827411193,0.02836910621033121,0.00642541037572339,0.012471655328798186,0.00642541037572339,0.7451810493348394,-1.303889799,0.15663940784290828,-0.029273445,0
2Ag2S3-2,5,0.3963290504140535,0.3386567306622643,0.2650142189236822,0.3963290504140535,0.3386567306622643,0.2650142189236822,0.22533225602872292,0.06129083749832349,0.031578947368421054,0.06129083749832349,0.5829735555393512,-1.20484303,0.19622174539625584,-0.082493992,0
2Al2O3-1,2,0.9211580809331252,0.055208347798105954,0.023633571268768944,0.9211580809331252,0.055208347798105954,0.023633571268768944,0.028470192286834395,0.005186859888274947,0.012471655328798186,0.005186859888274947,0.4982482813045045,-2.08452294,0.06624455643693587,-0.020138292,0
2Al2S3-1,4,0.5879277415156992,0.30594124449685856,0.1061310139874423,0.5879277415156992,0.30594124449685856,0.1061310139874423,0.009225982109301202,0.0015194529388009449,0.01288056206088993,0.0015194529388009449,0.5347984454964063,-1.30546429,0.12984675563736925,-0.065518256,0
2Al2S3-2,2,0.9320084994129871,0.049025309788672186,0.018966190798340766,0.9320084994129871,0.049025309788672186,0.018966190798340766,0.01650796713097365,0.003915928260727287,0.012471655328798186,0.003915928260727287,0.3777552729030897,-2.033998534,0.0653260507781246,-0.08871287,0
2Al2Se3-1,2,0.73597935576275,0.1903971615616304,0.07362348267561965,0.73597935576275,0.1903971615616304,0.07362348267561965,0.08646721079854604,0.017448769604871333,0.012471655328798186,0.017448769604871333,0.6548192288744317,-1.296006109,0.14118199042266522,-0.100570981,0
2Al2Se3-2,2,0.923153118137315,0.05321101456918687,0.02363586729349809,0.923153118137315,0.05321101456918687,0.02363586729349809,0.03147877603496727,0.005776405825585099,0.011019283746556474,0.005776405825585099,0.3797137487910471,-1.88133107,0.07771859868383717,-0.113353274,0
2Al2Se3-3,5,0.4607255795663755,0.34097139209867744,0.1983030283349471,0.4607255795663755,0.34097139209867744,0.1983030283349471,0.08484514845375758,0.01658592816433707,0.01288056206088993,0.01658592816433707,0.7133213718985913,-1.184776198,0.17573785753079846,-0.113426161,0
2Al2Te3-1,1,0.29357383709788587,0.3936794875916224,0.3127466753104917,0.29357383709788587,0.3936794875916224,0.3127466753104917,0.2981353866370285,0.07660476900535433,0.03571428571428571,0.07660476900535433,0.7345175192865857,-1.193197894,0.2461806307364226,-0.091554434,0
2As2O3-1,2,0.948128335189101,0.03181941631736526,0.020052248493533615,0.948128335189101,0.03181941631736526,0.020052248493533615,0.008313232103426002,0.0013613949916847958,0.01015228426395939,0.0013613949916847958,0.29202232634870195,-2.254614492,0.053285321053238105,-0.04342503,0
2As2O3-2,3,0.8927842495051201,0.06147949106994917,0.04573625942493069,0.8927842495051201,0.06147949106994917,0.04573625942493069,0.0011673626539107666,0.00017334066428653584,0,0.00017334066428653584,0.2820299423639636,-2.077015949,0.07599246114729488,-0.074719101,0
2As2O3-3,5,0.5346188768409894,0.24889596257226781,0.21648516058674283,0.5346188768409894,0.24889596257226781,0.21648516058674283,0.0761249331462497,0.01785213888376086,0.012471655328798186,0.01785213888376086,0.4438562269510846,-1.632530211,0.12562175078471344,-0.070529769,0
2As2O3-4,1,0.6811077125190319,0.18204281851113127,0.13684946896983688,0.6811077125190319,0.18204281851113127,0.13684946896983688,0.17596640020168416,0.04357209945319035,0.020618556701030927,0.04357209945319035,0.24522582398269066,-2.061248279,0.12338074876018662,-0.055116419,0
2As2S3-1,5,0.6283703266854548,0.19818371246220898,0.17344596085233618,0.6283703266854548,0.19818371246220898,0.17344596085233618,0.07372841453583115,0.016974223282482263,0.011019283746556474,0.016974223282482263,0.22739252673026777,-2.243230893,0.07792215508459935,-0.079735355,0
2As2S3-3,1,0.6390535127432593,0.21625486639176492,0.14469162086497594,0.6390535127432593,0.21625486639176492,0.14469162086497594,0.1349793341639591,0.029076222096771454,0.01288056206088993,0.029076222096771454,0.2218689162003213,-2.274032706,0.1054900714702757,-0.093375796,0
2As2Te3-1,2,0.48217466882240734,0.36969434602694173,0.148130985150651,0.48217466882240734,0.36969434602694173,0.148130985150651,0.12178209744958234,0.029889637371418906,0.011019283746556474,0.029889637371418906,0.44175281156310353,-1.73850946,0.13172276013585044,-0.038261784,0
2B2O3-1,1,0.6950380499403385,0.1770241226256066,0.127937827434055,0.6950380499403385,0.1770241226256066,0.127937827434055,0.18080154858290406,0.04125214929359623,0.01,0.04125214929359623,0.15302167762082683,-2.544419864,0.10227421985438356,-0.005425841,0
2Bi2O3-1,4,0.3587701594835269,0.3913208697301888,0.24990897078628424,0.3587701594835269,0.3913208697301888,0.24990897078628424,0.021210096946917893,0.0046710818593206456,0.012471655328798186,0.0046710818593206456,0.7495502833529645,-0.81795108,0.2077903026042675,-0.023073007,0
2Bi2S3-1,1,0.15886117489824947,0.4288820734375134,0.4122567516642372,0.15886117489824947,0.4288820734375134,0.4122567516642372,0.5349070768883613,0.20830103359276653,0.15,0.20830103359276653,0.9721816194792547,-0.083027492,0.44989039043838486,-0.060182394,0
2Bi2S3-2,4,0.1726733552980006,0.7075214776086193,0.11980516709338022,0.1726733552980006,0.7075214776086193,0.11980516709338022,0.008575949032355857,0.0019609960928109508,0.01015228426395939,0.0019609960928109508,0.9148237690736931,-0.35852511,0.23153064388105732,-0.049180817,0
2Cr2S3-1,2,0.8008231493367287,0.141973551905271,0.05720329875800014,0.8008231493367287,0.141973551905271,0.05720329875800014,0.14961110425609828,0.03773841631489279,0.011019283746556474,0.03773841631489279,0.6279533919095823,-1.464088703,0.13905810482247893,-0.080703868,0
2Cr2S3-2,4,0.4439866376063683,0.4170416461030331,0.1389717162905986,0.4439866376063683,0.4170416461030331,0.1389717162905986,0.024487579239053956,0.005417916680891678,0.01015228426395939,0.005417916680891678,0.5351154861777054,-1.139080539,0.15447825831032735,-0.094653019,0
2Ga2O3-1,5,0.4474869655768712,0.33267565980100977,0.21983737462211905,0.4474869655768712,0.33267565980100977,0.21983737462211905,0.16349761596004686,0.04180911389414014,0.020618556701030927,0.04180911389414014,0.6590712087495005,-1.343728525,0.16953988526104455,-0.072882508,0
2Ga2S3-1,4,0.4591469697367873,0.43354820508006353,0.10730482518314928,0.4591469697367873,0.43354820508006353,0.10730482518314928,0.02662977990884125,0.00482908354017756,0.01288056206088993,0.00482908354017756,0.6945948915966549,-1.033592476,0.15846393971949285,-0.106056353,0
2Ga2Se3-1,2,0.6946029595691778,0.19689471524418073,0.1085023251866415,0.6946029595691778,0.19689471524418073,0.1085023251866415,0.2506486053224374,0.0655895958706088,0.038834951456310676,0.0655895958706088,0.7743376027442124,-1.109598038,0.20236206285551564,-0.085722061,0
2In2S3-1,3,0.35866174172481946,0.4677754011375016,0.17356285713767905,0.35866174172481946,0.4677754011375016,0.17356285713767905,0.020453000148433622,0.0048279835092171495,0.012471655328798186,0.0048279835092171495,0.7790873718743102,-1.134528324,0.1816739980492776,-0.106198023,0
2In2S3-2,3,0.3059622280794688,0.5634725804345457,0.13056519148598542,0.3059622280794688,0.5634725804345457,0.13056519148598542,0.0058298647529714965,0.0014254729776007778,0.009603841536614645,0.0014254729776007778,0.7370076887590123,-1.267842142,0.15817425224894946,-0.115864086,0
2In2Se3-1,2,0.5713131485336568,0.27693731172085495,0.15174953974548816,0.5713131485336568,0.27693731172085495,0.15174953974548816,0.22608798985402045,0.06154355001967044,0.031578947368421054,0.06154355001967044,0.7462820416169382,-1.180212393,0.1992288657068714,-0.094321547,0
2In2Te3-1,5,0.4460428461343315,0.31346841872670955,0.2404887351389589,0.4460428461343315,0.31346841872670955,0.2404887351389589,0.14183278277156908,0.030821292254776533,0.009603841536614645,0.030821292254776533,0.5456226112002018,-1.29989717,0.17027516322377728,-0.050449071,0
2P2O3-1,5,0.6746567119860256,0.1692292464363776,0.1561140415775969,0.6746567119860256,0.1692292464363776,0.1561140415775969,0.040867850805777865,0.007651674573558497,0.011019283746556474,0.007651674573558497,0.25119537042449724,-2.231927284,0.07346099518384892,-0.036819791,0
2P2O3-2,2,0.9487922388144766,0.03214617363493686,0.019061587550586498,0.9487922388144766,0.03214617363493686,0.019061587550586498,0.010745290370272675,0.001784692889950057,0.009603841536614645,0.001784692889950057,0.2601748108215468,-2.177745817,0.05702324415847212,-0.025365033,0
2P2O3-3,2,0.9313037883107698,0.04841513272798177,0.020281078961248526,0.9313037883107698,0.04841513272798177,0.020281078961248526,0.015731263903336255,0.002759044125165211,0.01015228426395939,0.002759044125165211,0.30167296770558305,-2.028067129,0.06562207580089693,-0.02965571,0
2P2O3-4,2,0.9441011073164901,0.03528708225514513,0.020611810428364786,0.9441011073164901,0.03528708225514513,0.020611810428364786,0.013985199033558306,0.0033314750316155444,0.01288056206088993,0.0033314750316155444,0.25127222574807184,-2.265740634,0.05425271504075084,-0.017070127,0
2P2S3-1,2,0.9519022617944706,0.03229925146291066,0.01579848674261879,0.9519022617944706,0.03229925146291066,0.01579848674261879,0.011525199358384957,0.0019218177599547772,0.01288056206088993,0.0019218177599547772,0.16076448876306831,-2.591942735,0.04048630691151187,-0.046136012,0
2P2S3-4,1,0.5733566291942719,0.23796613353141452,0.18867723727431368,0.5733566291942719,0.23796613353141452,0.18867723727431368,0.1522540432585869,0.03712809752617939,0.01,0.03712809752617939,0.18303278753656982,-2.865043061,0.09885352143729716,-0.080916612,0
2P2Se3-1,1,0.6509225963416281,0.2074293068233084,0.14164809683506352,0.6509225963416281,0.2074293068233084,0.14164809683506352,0.2037338826939653,0.05143529205512269,0.0392156862745098,0.05143529205512269,0.20677476727861438,-2.464194879,0.11342326637985292,-0.087329797,0
2P2Se3-2,5,0.5733495806722152,0.2227080001239928,0.20394241920379197,0.5733495806722152,0.2227080001239928,0.20394241920379197,0.1053037543107001,0.025428337398365246,0.011019283746556474,0.025428337398365246,0.19109232135480247,-2.398419995,0.07392132430285972,-0.08539489,0
2Sb2O3-1,2,0.6020353153130206,0.3424261018191536,0.055538582867825884,0.6020353153130206,0.3424261018191536,0.055538582867825884,0.020562967172849948,0.004660210010629964,0.011019283746556474,0.004660210010629964,0.599756970939316,-1.445183804,0.11105827608375514,-0.071434962,0
2Sc2S3-1,4,0.6314675613703835,0.29039180941909537,0.07814062921052121,0.6314675613703835,0.29039180941909537,0.07814062921052121,0.0026807617506620224,0.0004143626333664898,0.007518796992481203,0.0004143626333664898,0.5467002047528473,-1.310586477,0.12240007533769322,-0.076544961,0
2Y2S3-1,3,0.4362882300743333,0.43910985354629406,0.12460191637937265,0.4362882300743333,0.43910985354629406,0.12460191637937265,0.0011447773256990687,0.00027139456207059894,0,0.00027139456207059894,0.8017580428492737,-0.917566748,0.19624702942315606,-0.090276331,0
1Si2Mg3H4O9-1,3,0.7932736884134669,0.14556235938362774,0.0611639522029052,0.7932736884134669,0.14556235938362774,0.0611639522029052,0.001375994858507705,0.00021342178433658943,0,0.00021342178433658943,0.4344030789974723,-1.772417958,0.09942060877666589,0.034203263138708695,1
1Br2Hf3O5-1,1,0.4171904659721066,0.43204867475551323,0.15076085927238017,0.4171904659721066,0.43204867475551323,0.15076085927238017,0.09950175357895318,0.019863726351836378,0.009603841536614645,0.019863726351836378,0.6600923346080352,-1.410185109,0.15014132591963364,-0.065017751,0
1Cd2Mn3O8-1,2,0.7936223147198401,0.18571699320409232,0.020660692076067626,0.7936223147198401,0.18571699320409232,0.020660692076067626,0.009386726708473566,0.0015993530229668578,0.01288056206088993,0.0015993530229668578,0.5491426796058255,-1.698525052,0.08349841901108468,-0.070453954,0
1P2Pd3S8-1,4,0.4769710540990995,0.35596350755384865,0.16706543834705176,0.4769710540990995,0.35596350755384865,0.16706543834705176,0.0169403324609369,0.00298423360603038,0.011019283746556474,0.00298423360603038,0.3403541513089624,-1.827997476,0.1063380793237588,-0.070551662,0
1Al2S5-1,3,0.8773952103310876,0.07791134106014787,0.04469344860876454,0.8773952103310876,0.07791134106014787,0.04469344860876454,0.0004981956104422219,0.000132811787913162,0,0.000132811787913162,0.3846292114836729,-2.193492109,0.06916710651257792,-0.096206189,0
1Al2Te5-1,2,0.14259430171536577,0.7900694050903164,0.06733629319431772,0.14259430171536577,0.7900694050903164,0.06733629319431772,0.14715444620444942,0.0355268934677632,0.012471655328798186,0.0355268934677632,0.8638004365390863,-0.803852069,0.2010519009408477,-0.095414317,0
1Ga2S5-1,3,0.8758446304873857,0.07924157612649606,0.04491379338611822,0.8758446304873857,0.07924157612649606,0.04491379338611822,0.0005725671228828456,8.529012471540226e-05,0,8.529012471540226e-05,0.4612931621525415,-2.068743806,0.07630306551314735,-0.113856047,0
1Ga2Te5-1,5,0.24815937977366295,0.5154345149523348,0.2364061052740022,0.24815937977366295,0.5154345149523348,0.2364061052740022,0.18851281489680313,0.0469733336170661,0.018518518518518517,0.0469733336170661,0.7749336593084809,-0.768633113,0.24998835414715528,-0.092838384,0
1In2S5-1,5,0.4997027097678907,0.2983723426395224,0.20192494759258683,0.4997027097678907,0.2983723426395224,0.20192494759258683,0.052533838286572924,0.012018510391318075,0.012544802867383513,0.012018510391318075,0.4765235790285244,-1.522589807,0.13301341746074669,-0.118654687,0
